City226,1.03463,1.24801
City181,1.05892,0.64916
City248,1.45881,1.37419
City220,1.40751,1.18587
City35,1.64366,0.4906
City476,2.29474,0.32695
City527,1.48361,0.88064
City530,1.58717,0.79701
City547,1.70042,0.61629
City512,1.55298,0.73071
City190,0.87015,0.68837
City238,1.21022,1.01246
City322,1.99799,0.99162
City63,1.99423,0.32294
City51,1.77381,0.46691
City504,1.50547,0.68402
City263,2.11821,1.21127
City21,1.64858,0.33724
City250,0.85035,0.94803
City294,2.80662,1.2019
City43,1.99948,0.24769
City393,2.19985,1.68796
City581,1.65852,0.93834
City381,2.19594,1.49739
City523,1.56271,0.64589
City433,1.54718,1.43828
City156,1.30477,0.59146
City444,0.68144,0.63642
City430,1.73601,1.57388
City557,1.75129,0.62278
City93,0.70291,0.48359
City496,0.48497,0.88899
City364,2.17234,0.7932
City31,1.64174,0.59915
City146,1.28141,0.74837
City490,1.71825,1.20963
City283,2.3987,0.92501
City275,2.39585,1.08034
City371,2.4982,1.70799
City586,1.63815,0.98901
City576,1.79783,1.02858
City52,1.8606,0.56852
City79,1.46857,0.77485
City281,2.33145,0.9325
City352,2.21617,0.3947
City13,1.55226,0.25097
City447,1.12487,0.83746
City142,0.31897,0.48713
City372,2.41466,1.65662
City539,1.83391,0.80462
City492,1.68374,1.67463
City227,1.16853,1.14956
City197,0.90766,0.78785
City573,1.56784,0.91582
City198,1.40778,0.33927
City552,1.82362,0.75264
City155,1.3809,0.60912
City254,0.75655,1.12394
City513,1.46267,0.66569
City397,2.39545,2.10108
City577,1.61078,0.93292
City506,1.26551,0.93022
City4,1.50288,0.51837
City78,1.4667,0.75405
City121,0.43075,0.44203
City321,2.07455,0.98681
City336,2.16036,0.69012
City386,2.01438,1.94813
City571,1.42141,1.02012
City174,1.03763,0.461
City550,1.98895,0.89301
City25,1.60497,0.39235
City587,1.86575,1.00308
City526,1.57227,0.7943
City489,1.93827,1.11679
City413,1.8162,1.44434
City32,1.41182,0.51625
City341,2.34336,0.57076
City389,2.36226,1.93932
City560,1.92107,0.62289
City365,2.41946,0.64897
City466,2.2179,1.20136
City11,1.57946,0.45866
City505,1.40703,0.92682
City485,2.39998,2.02197
City553,1.72416,0.82222
City307,2.75209,1.40089
City8,1.54483,0.44863
City182,1.20373,0.41891
City126,0.68214,0.70374
City7,1.68082,0.24839
City405,1.91775,1.62967
City77,1.5059,0.82019
City314,2.61016,0.98501
City1,1.50962,0.47573
City264,2.16236,1.204
City422,1.98652,1.26267
City313,2.74641,1.20604
City350,2.44314,0.51618
City404,1.81429,1.3793
City289,2.25724,1.01994
City164,1.04321,0.36774
City495,1.74119,1.1177
City412,1.95288,1.526
City240,1.4267,1.28582
City429,1.58041,1.69266
City399,2.29607,2.16978
City551,1.73722,0.753
City511,1.4352,0.61065
City369,2.47608,1.93595
City148,1.23576,0.75008
City299,2.66848,0.92372
City258,2.18738,1.27099
City66,1.78238,0.37952
City475,2.14578,0.59637
City483,2.42204,1.40533
City442,0.78976,0.91747
City366,2.52867,2.08618
City378,2.3472,1.39812
City94,0.60746,0.54547
City501,1.40499,0.78561
City111,0.72159,0.83918
City569,1.72535,0.90186
City47,2.02604,0.35111
City242,1.36384,1.28007
City434,1.31378,1.17021
City107,0.85556,0.80683
City222,1.42505,1.12532
City304,2.46517,1.07261
City172,1.00888,0.63596
City86,1.54428,0.79167
City16,1.56454,0.42817
City388,2.17731,1.95816
City64,1.77773,0.22665
City544,1.85794,0.86693
City302,2.66173,0.96808
City296,2.74335,1.0415
City50,1.82101,0.43919
City396,2.23759,2.04094
City279,2.43082,1.04226
City141,0.25351,0.5199
City95,0.63583,0.47441
City228,1.17601,1.09934
City122,0.49196,0.37961
City469,2.29331,1.12364
City517,1.34394,0.90676
City210,1.02708,0.93114
City308,2.56351,1.19903
City90,0.69444,0.34063
City589,1.73244,1.03223
City125,0.72088,0.70401
City354,2.14873,0.75372
City339,2.0718,0.62451
City467,2.44722,0.97595
City309,2.62935,1.25948
City531,1.35549,0.83001
City253,0.92937,1.14282
City201,1.32544,0.36687
City310,2.51616,1.2709
City233,0.71103,0.90977
City157,1.33966,0.53546
City358,2.24594,0.92201
City234,1.33984,1.04917
City45,2.06964,0.44288
City265,2.23193,1.15446
City335,2.00983,0.67551
City468,2.25931,1.06528
City118,0.5284,0.35007
City147,1.17226,0.86658
City108,0.85467,0.86581
City424,1.85776,1.22146
City72,1.50456,0.76385
City583,1.93332,0.90058
City567,1.63712,1.03779
City241,1.42187,1.47979
City562,1.90878,0.76878
City163,1.26665,0.54703
City20,1.48191,0.48607
City580,1.52457,0.94535
City280,2.37477,0.96955
City138,0.79573,0.71557
City344,2.20758,0.62665
City559,1.9744,0.81964
City458,1.53214,1.37064
City183,0.96683,0.66756
City360,2.23031,0.78084
City497,2.44228,0.57382
City318,2.22599,0.93936
City149,1.16473,0.76551
City57,1.99344,0.48161
City82,1.50049,0.7851
City482,2.33061,1.70053
City249,0.86007,1.11228
City288,2.43087,0.90407
City406,1.96743,1.81954
City81,1.48308,0.81217
City257,2.01749,1.08418
City431,1.68725,1.45221
City525,1.45788,0.85201
City84,1.49481,0.85628
City119,0.50261,0.44482
City218,1.46664,1.28174
City195,1.06943,0.84551
City194,0.97493,0.72178
City509,1.4901,0.61841
City439,0.41492,0.86099
City203,1.26236,0.38575
City320,2.23057,0.99137
City317,2.05252,1.04735
City382,2.20781,1.57808
City561,1.87112,0.70636
City395,2.02259,1.66537
City362,2.36236,0.83187
City37,1.70631,0.45423
City130,0.6318,0.68552
City160,1.29423,0.49008
City230,1.13762,1.2466
City450,0.9572,0.97298
City327,2.13453,0.95919
City487,1.82632,1.51685
City5,1.58315,0.40937
City346,2.33556,0.40771
City538,1.6349,0.64445
City268,2.11885,1.07121
City113,0.70016,0.74314
City76,1.45828,0.76218
City100,0.51569,0.51414
City244,1.33603,1.39652
City500,1.19165,0.94339
City582,1.6803,1.07892
City41,1.61746,0.55296
City384,2.30229,1.61779
City61,1.94308,0.26373
City331,2.10793,0.54607
City518,1.41262,0.85883
City186,0.97606,0.60918
City440,0.48784,0.70622
City297,2.50947,1.00354
City180,1.09819,0.62435
City323,1.9652,0.93021
City278,2.35075,1.12992
City333,2.29106,0.65292
City165,0.9363,0.40324
City473,2.56115,0.98669
City143,0.37888,0.47332
City75,1.46863,0.82926
City97,0.76248,0.24928
City38,1.68765,0.5657
City356,2.18521,0.83515
City116,0.65827,0.80331
City306,2.74161,0.98079
City153,1.10353,0.76818
City367,2.50089,2.00851
City46,1.81693,0.27175
City114,0.64379,0.84632
City103,0.46203,0.87941
City131,0.55156,0.6653
City392,2.05183,1.8346
City414,2.07205,1.55716
City472,2.61575,0.91581
City457,1.30925,1.31318
City171,0.90161,0.62973
City334,2.06521,0.9115
City494,1.74046,0.29566
City377,2.29658,1.32758
City60,1.8616,0.43933
City30,1.7013,0.50284
City179,0.97952,0.50742
City421,1.72199,1.29697
City474,2.05488,0.50792
City106,0.53904,0.7622
City177,0.85795,0.47087
City59,2.04753,0.35963
City223,1.09553,1.25819
City44,1.87233,0.15776
City491,1.8127,1.14466
City520,1.35319,0.76929
City256,2.16812,1.11551
City189,0.93117,0.47912
City70,1.54898,0.83368
City137,0.79465,0.61045
City92,0.61053,0.40506
City215,1.48033,1.20927
City522,1.58289,0.76553
City437,1.94652,0.53041
City68,1.85943,0.50279
City65,1.89828,0.25501
City425,2.06662,1.24706
City342,2.08793,0.83007
City303,2.68839,1.24153
City403,2.37062,2.20464
City441,0.35576,0.70594
City135,0.72564,0.61563
City231,1.02623,1.29237
City259,2.38996,1.27436
City436,1.48484,1.55126
City169,1.10842,0.39954
City245,1.40976,1.339
City159,1.32461,0.6305
City454,1.04166,1.34185
City184,0.92862,0.55494
City465,2.22271,1.10969
City452,1.55637,1.14763
City337,2.06864,0.68905
City133,0.74553,0.67146
City191,0.90966,0.72158
City154,1.22681,0.5814
City410,2.0488,1.35708
City9,1.56754,0.12237
City326,2.20218,1.06649
City345,2.34817,0.69031
City286,2.46385,1.02235
City549,1.64079,0.74482
City225,1.15692,1.29996
City53,1.77461,0.1317
City115,0.82,0.75088
City206,1.01791,1.14033
City418,1.94399,1.31535
City161,1.15,0.62746
City176,1.04913,0.53774
City200,1.21472,0.49566
City19,1.53665,0.51808
City204,1.3859,0.47428
City14,1.55315,0.48481
City212,1.44233,1.22037
City295,2.56559,1.04104
City319,2.17687,1.0081
City416,1.90728,1.37147
City411,2.12569,1.32937
City394,2.11336,1.6474
City464,2.30175,1.18434
City558,2.01593,0.80334
City417,1.98905,1.1911
City209,1.08569,1.09786
City390,2.12365,1.7555
City579,1.61205,1.10905
City391,2.26571,1.89494
City199,1.44614,0.44682
City298,2.63267,1.13219
City127,0.6416,0.75795
City325,2.18706,0.96776
City252,0.78493,0.96787
City443,0.57774,0.32617
City239,1.26594,1.1046
City33,1.60189,0.51584
City6,1.59188,0.27795
City88,0.77785,0.44981
City515,1.36792,0.6641
City73,1.51819,0.8083
City129,0.59236,0.74709
City402,2.30524,2.07826
City347,2.38435,0.45709
City543,1.69538,0.72148
City368,2.51862,2.19797
City301,2.60995,1.04304
City528,1.50361,0.90665
City261,2.02209,1.13102
City524,1.30884,0.80285
City451,1.64783,1.28429
City158,1.16012,0.57418
City185,1.09824,0.68899
City71,1.4473,0.77299
City370,2.54251,2.15311
City470,2.44834,1.09433
City361,2.39732,0.72662
City383,2.32,1.4851
City150,1.20274,0.65932
City271,2.26761,0.95854
City74,1.52784,0.76711
City420,1.77496,1.25034
City373,2.45443,1.86309
City349,2.15197,0.36736
City211,1.05039,0.89471
City34,1.75742,0.54217
City311,2.52759,1.15753
City572,1.84705,0.92349
City96,0.63618,0.33281
City532,1.32205,0.72879
City305,2.51169,1.08856
City247,1.39155,1.73185
City105,0.57515,0.82549
City438,0.38064,0.6543
City291,2.54723,0.94521
City533,1.8481,0.63356
City188,1.15351,0.42069
City196,0.9085,0.86428
City28,1.71024,0.33551
City273,2.37563,0.87594
City216,1.62653,1.25149
City486,2.30723,2.24551
City102,0.44224,0.77384
City385,2.13111,1.89345
City353,2.26498,0.47395
City555,1.60966,0.82079
City83,1.51222,0.77615
City145,1.28915,0.68354
City267,2.16066,1.05348
City316,2.08932,0.94867
City262,2.10556,1.16536
City546,1.67147,0.85605
City488,1.89345,1.89998
City266,2.27922,1.23435
City521,1.54574,0.70006
City23,1.50555,0.25702
City89,0.64318,0.28128
City312,2.56087,1.0734
City432,1.65655,1.54635
City284,2.31896,1.02518
City237,1.12167,0.94091
City26,1.66127,0.18381
City104,0.31927,0.76375
City541,2.03639,0.74041
City498,1.39214,0.72552
City340,2.0884,0.75311
City502,1.23132,0.8967
City56,1.82494,0.33694
City277,2.48162,0.92388
City217,1.62101,1.19371
City400,2.44932,2.20527
City519,1.59167,0.71013
City409,1.88299,1.7508
City15,1.5905,0.48031
City480,2.52612,0.89572
City578,1.37408,0.96703
City449,1.04618,0.7571
City461,0.80965,1.14396
City493,1.67896,1.23794
City187,0.96887,0.45052
City332,2.23747,0.71574
City351,2.26184,0.36224
City219,1.61326,1.3482
City292,2.68694,1.07279
City27,1.71699,0.38693
City460,1.38699,1.55674
City328,1.96398,1.04554
City359,2.27729,0.789
City109,0.79387,0.79286
City132,0.82396,0.67009
City235,1.26061,0.98052
City224,1.08635,1.30233
City446,1.02502,0.80711
City87,1.55235,0.81037
City202,1.31794,0.43889
City208,1.14495,1.06395
City426,1.82707,1.31649
City269,2.08753,1.11946
City479,2.3292,0.52192
City584,1.56567,0.9758
City300,2.50918,1.38276
City192,0.97345,0.78282
City85,1.5386,0.85285
City123,0.55165,0.40687
City536,1.66971,0.78485
City516,1.61574,0.87675
City214,1.6092,1.29299
City324,2.19086,0.92597
City499,1.45283,0.9001
City99,0.46585,0.6456
City3,1.60357,0.43807
City282,2.36431,1.02487
City556,1.90389,0.83016
City120,0.56313,0.48869
City167,0.85811,0.39808
City39,1.45572,0.54919
City348,2.47349,0.44318
City375,2.58653,1.41427
City178,1.14159,0.5066
City162,1.20845,0.62304
City478,2.22901,0.56688
City270,2.30373,0.9692
City12,1.5695,0.17873
City481,2.60149,1.50917
